username,follower_num,following_num,is_private,is_verified,has_clips,highlight_reel_count,is_business_account,edge_felix_video_timeline,edge_owner_to_timeline_media,username_len,fullname_len,bio_len,Digits_in_username,Number_of_nonalphabetic_in_fullname,Number_of_HashtagsMentions,Has_external_url,Has_business_category_name,Has_category_enum,Has_category_name,label
bigsoheil,39399,969,False,False,False,24,True,26,130,9,21,91,0,1,2,True,True,True,True,1
soluna_ist,127566,206,False,False,True,83,True,21,465,10,30,69,0,6,2,True,True,False,True,1
hoseinkalhoram,30922,129,False,False,False,6,False,13,102,14,0,45,0,0,0,True,False,False,True,1
nik_yousefi,343319,507,False,False,False,21,True,13,165,11,9,0,0,1,0,True,True,True,True,1
survival_camp.ir,13972,81,False,False,False,7,False,1,279,16,30,76,0,6,0,False,False,False,True,1
doozli_dolls,38666,1139,False,False,False,39,True,1,712,12,22,136,0,5,0,True,True,True,True,1
nikbaan,18445,4583,False,False,False,21,True,35,53,7,20,141,0,3,0,True,True,True,True,1
farhad.koulivand,40111,255,False,False,False,469,True,13,1529,16,16,132,0,1,0,False,True,True,True,1
masoudtaghipur,148438,278,False,False,True,8,False,6,325,14,30,74,0,4,4,True,False,False,True,1
sherographygram,156442,4,False,False,False,1,True,1,564,15,9,16,0,0,0,False,True,False,True,1
crochet_atolyesi,351382,486,False,False,True,347,True,5,1325,16,29,104,0,3,0,True,True,True,False,1
__kaarbafak__,43913,119,False,False,False,11,True,26,186,13,14,99,0,1,0,False,True,True,True,1
tf.ahmadi,98787,50,False,False,False,21,True,0,334,9,17,99,0,4,1,False,True,True,True,1
saadi_parsi,43410,14,False,False,False,29,False,1,613,11,4,88,0,0,0,True,False,False,True,1
handmade.obraz,145335,11,False,False,True,5,True,2,3464,14,23,131,0,5,3,False,True,False,False,1
alimiriart,254514,19,False,False,False,15,True,6,645,10,8,147,0,1,0,True,True,True,True,1
allahyari_baft,38110,290,False,False,False,34,False,28,1130,14,11,138,0,1,3,True,False,False,True,1
fazeltorkaman,30275,1618,False,False,False,9,False,27,1414,13,12,79,0,3,0,True,False,False,True,1
mashhad_ghadim,65263,1668,False,False,False,24,True,29,3959,14,16,145,0,8,1,True,True,True,True,1
knitting_scheme,60296,145,False,False,False,18,True,0,1565,15,7,121,0,0,1,True,True,False,True,1
geeks_for_geeks,202797,1,False,False,True,8,True,7,1193,15,13,67,0,0,0,True,True,True,True,1
saharjafarijozani,595637,183,False,False,False,227,False,23,993,17,0,35,0,0,0,True,False,False,True,1
lana.crochet,81581,88,False,False,False,0,False,0,2334,12,12,63,0,1,0,True,False,False,False,1
mansourzabetianofficial,80647,565,False,False,False,10,False,122,291,23,23,118,0,0,0,False,False,False,True,1
disneyprincessstyle,162826,27,False,True,True,11,True,24,718,19,21,150,0,2,2,True,True,False,True,1
seen_gallery,141495,24,False,False,False,22,True,8,1955,12,9,140,0,1,1,True,True,True,True,1
hrouhani,2275221,45,False,True,False,6,True,1,1114,8,29,110,0,7,0,True,True,True,True,1
alirezaassar,143089,431,False,True,False,0,True,9,286,12,13,0,0,1,0,True,True,True,True,1
iran_in_photos,42581,226,False,False,False,56,True,0,801,14,10,144,0,10,0,True,True,True,True,1
hamed.ghaff,113322,962,False,False,False,17,False,6,455,11,22,62,0,5,0,False,False,False,True,1
nemyaa,46753,304,False,False,False,5,False,1,272,6,17,54,0,4,1,True,False,False,True,1
aramis_gallery,250619,14,False,False,False,6,True,0,1156,14,13,90,0,2,0,True,True,True,True,1
mashhad_akhbar,60319,934,False,False,False,6,True,58,4937,14,16,145,0,7,1,True,True,False,False,1
gahi_yek_sher_,49878,0,False,False,False,14,False,1,1325,14,14,48,0,3,1,False,False,False,True,1
titi.pattern,116350,83,False,False,False,10,False,3,2003,12,22,125,0,5,1,False,False,False,True,1
katrinkamali,78932,485,False,False,False,96,False,21,2019,12,6,128,0,6,3,False,False,False,True,1
mehdi.raaad.art,31377,658,False,False,False,20,False,12,1431,15,26,139,0,4,0,True,False,False,True,1
mr.linekerman,187805,18,False,False,False,4,True,46,304,13,30,109,0,7,0,True,True,True,True,1
sarzamine_mehr,132586,1,False,False,False,0,False,0,6399,14,16,150,0,4,0,False,False,False,False,1
theprogrammers.ig,65554,75,False,False,True,6,True,0,2109,17,15,149,0,1,0,True,True,True,True,1
pilatesbymzf,86017,20,False,False,True,30,True,23,525,12,27,143,0,4,0,False,True,True,True,1
sorenstudio,98475,57,False,False,False,18,True,8,1056,11,5,127,0,0,2,True,True,True,True,1
amozesh_baaftani,88816,3,False,False,False,14,True,37,678,16,28,144,0,5,3,True,True,False,True,1
zarin.baft,59820,102,False,False,False,123,False,309,1794,10,0,125,0,0,1,True,False,False,True,1
elisi302nk,48849,95,False,False,False,0,False,1,4457,10,9,79,3,4,0,False,False,False,True,1
hamoonhemmat,410674,234,False,False,False,35,True,26,1042,12,13,44,0,1,0,True,True,True,True,1
alireza_varaste,187616,738,False,False,False,34,True,7,568,15,13,108,0,1,0,True,True,False,True,1
easy.baft,86752,29,False,False,False,18,False,10,209,9,18,122,0,3,1,False,False,False,True,1
mortezabarjestehofficial,196958,14,False,False,False,1,True,713,3356,24,17,93,0,1,0,True,True,True,True,1
jadooye_sher,54690,0,False,False,False,22,False,3,608,12,29,108,0,5,0,False,False,False,True,1
dastpokht.tv,371874,12,False,False,False,8,False,303,2193,12,26,73,0,4,0,True,False,False,True,1
bachehayedirooz,89607,38,False,False,False,130,True,13,1095,15,15,67,0,4,2,True,True,True,True,1
hediyehtehrany,851361,712,False,True,False,52,False,31,427,14,15,2,0,1,0,True,False,False,True,1
resinarthome,554714,64,False,False,False,31,False,36,365,12,26,127,0,5,0,True,False,False,True,1
adorable_parrots,100231,608,False,False,True,1,False,0,657,16,15,81,0,3,0,False,False,False,True,1
karboom.io,143387,1,False,False,False,16,True,2,803,10,14,148,0,1,0,True,True,True,False,1
more__idey,114939,166,False,False,False,2,True,1,5435,10,28,131,0,5,0,False,True,True,True,1
cognition_n,102152,0,False,False,False,25,True,1,182,11,30,24,0,3,0,False,True,True,True,1
talant_v_rukah,215730,8,False,False,True,6,True,10,6673,14,26,93,0,6,3,False,True,False,False,1
mrhalloo,353622,28,False,False,False,1,True,70,393,8,24,103,0,5,1,True,True,True,True,1
molana_parsi,121638,7,False,False,False,43,True,11,1105,12,11,133,0,1,1,False,True,True,True,1
iqsunn,622372,218,False,False,False,12,False,434,2207,6,8,103,0,0,0,True,False,False,True,1
gaming_masteran,1051,2603,False,False,False,0,False,1,100,15,7,89,0,1,0,False,False,False,False,1
pinkflower.designe,105511,0,False,False,False,68,True,0,482,18,13,116,0,3,0,False,True,True,True,1
kardelenn.___,600371,120,False,False,True,25,True,3,2769,13,8,64,0,0,0,False,True,True,True,1
nurtacdan_orgulerr,273948,429,False,False,True,44,True,10,1032,18,0,149,0,0,2,False,True,True,True,1
filmtahlil,119911,16,False,False,False,22,True,21,280,10,28,136,0,5,1,False,True,False,True,1
roozbehbemaniofficial,527711,49,False,True,False,6,True,7,220,21,28,90,0,5,2,True,True,True,True,1
hamid.farrokhnezhad,1999490,0,False,True,False,0,False,14,703,19,19,14,0,1,0,True,False,False,True,1
fandogh_shah,3479,332,False,False,False,56,False,32,360,12,12,149,0,2,4,False,False,False,False,1
_shamdoniii_,45866,10,False,False,False,8,False,0,370,12,10,52,0,0,3,False,False,False,True,1
asmaalavi,18997,602,True,False,False,0,False,0,115,9,6,148,0,2,0,False,False,False,False,1
talaash_shah,143,4,False,False,False,0,False,0,1,12,0,68,0,0,1,False,False,False,False,1
rambodjavan1,11707871,13,False,True,False,2,False,56,2768,12,23,11,1,3,1,False,False,False,True,1
animotionart,1828055,257,False,False,True,1,True,23,4752,12,27,100,0,5,0,True,True,False,True,1
elnazshakerdoost,8994505,0,False,True,False,28,False,7,921,16,18,85,0,2,0,False,False,False,True,1
mojtabashafiee_7,1626592,866,False,False,False,41,False,30,321,16,26,103,1,2,0,False,False,False,True,1
bbcpersian,13508092,18,False,True,True,387,True,2718,44222,10,14,147,0,2,0,True,True,True,False,1
cznburak,24786543,180,False,True,True,31,True,7,1618,8,14,130,0,2,0,True,True,True,False,1
hesstorii,373163,20,False,False,False,8,False,0,2868,9,23,86,0,5,0,True,False,False,False,1
hassan_reyvandi,16959163,62,False,True,False,16,False,61,800,15,25,141,0,3,1,True,False,False,True,1
leonardodicaprio,49287485,157,False,True,False,4,False,118,1554,16,17,26,0,1,0,False,False,False,True,1
disneystudios,13205393,140,False,True,True,1,True,179,4580,13,19,109,0,2,0,True,True,True,False,1
thedisneyprincesses,2128298,35,False,True,True,7,True,57,2029,19,15,148,0,1,3,True,True,True,False,1
disney,30930491,104,False,True,True,4,True,445,6342,6,6,40,0,0,0,True,True,True,False,1
pixar,7973083,74,False,True,True,7,True,214,3384,5,5,77,0,0,0,True,True,True,False,1
ghomayshi,3155130,34,False,True,True,13,False,12,663,9,17,0,0,1,0,False,False,False,True,1
disneyland,8183712,61,False,True,True,6,True,27,1947,10,10,139,0,0,1,True,True,True,False,1
navidmohammadzadeh,7574354,1188,False,True,False,0,False,10,1316,18,19,24,0,1,0,False,False,False,True,1
garsharezaei,2202234,91,False,True,False,3,False,0,44,12,10,55,0,1,2,True,False,False,True,1
mohsen.tanabandeh,5646191,44,False,True,False,1,False,14,461,17,17,0,0,1,0,False,False,False,True,1
parvazhomay,1136186,332,False,True,False,0,False,42,324,11,17,63,0,2,1,True,False,False,True,1
pmcmusic,1392531,66,False,True,False,6,True,7,3050,8,9,146,0,1,0,True,True,True,True,1
seryalmood,110654,33,False,False,False,67,False,0,494,10,14,150,0,5,0,True,False,False,True,1
minimalha,1414442,0,False,False,False,44,True,65,20023,9,23,148,0,3,2,True,True,True,True,1
khaterat_dirooz,415604,263,False,False,False,8,True,1,2689,15,12,149,0,1,1,True,True,True,True,1
susan.roshan,388013,60,False,False,False,6,True,21,391,12,23,48,0,3,0,False,True,True,True,1
homayounshajarian,3509743,47,False,True,False,0,False,17,125,17,18,0,0,1,0,False,False,False,True,1
nova.poem,120200,35,False,False,False,10,False,0,206,9,12,109,0,5,3,True,False,False,True,1
arzhang_amirfazli,1291889,199,False,True,True,4,True,63,536,17,14,84,0,1,1,False,True,True,True,1
javadkhaajavi,3506816,333,False,True,True,41,False,23,519,13,11,94,0,1,0,True,False,False,True,1
google,12515973,33,False,True,True,3,True,84,1626,6,6,41,0,0,0,True,True,True,True,1
alzaimer___,2127133,58,False,False,False,13,False,221,3660,11,8,150,0,1,0,True,False,False,True,1
rezaattaran,6198128,44,False,True,False,0,False,9,301,11,12,17,0,1,0,True,False,False,True,1
cook.mag,3008466,28,False,False,False,48,True,184,2198,8,11,145,0,2,0,False,True,True,True,1
sharghi_e_ghamgin,209528,3,False,False,False,6,True,4,718,17,20,58,0,2,0,True,True,True,True,1
hojatashrafzade,848873,288,False,True,False,6,True,5,390,15,14,140,0,3,0,False,True,True,True,1
asanyevazi,1350416,56,False,False,False,2,False,0,8320,10,10,51,0,2,0,True,False,False,True,1
babaktafreshi,939496,402,False,True,True,23,False,13,1059,13,14,149,0,1,2,True,False,False,True,1
shahinsamadpoor,3385428,61,False,True,False,3,False,78,385,15,30,17,0,4,0,True,False,False,True,1
mousighi_melli,361294,3,False,False,True,3,True,89,1392,14,26,121,0,4,0,True,True,True,True,1
ziba_beshnavim,458618,129,False,False,False,52,True,9,451,14,15,150,0,5,0,True,True,False,True,1
vidsclip.ir,652675,37,False,False,True,76,False,1000,2883,11,11,135,0,1,1,True,False,False,True,1
radiotasiyan,147707,14,False,False,False,45,False,7,705,12,12,0,0,1,0,True,False,False,True,1
best_artist_everr,161309,1198,False,False,False,107,False,6,1117,17,25,130,0,4,1,False,False,False,True,1
shahramshabparefan,345860,100,False,False,False,1,False,3,1109,18,30,64,0,5,0,True,False,False,False,1
mahdidub1,756637,115,False,False,False,10,False,7,94,9,22,120,1,3,2,False,False,False,True,1
science.wonders,401917,28,False,False,False,2,True,0,944,15,25,62,0,7,0,False,True,True,True,1
dirindirincartoon,744790,3,False,False,False,14,True,334,3381,17,24,136,0,4,0,True,True,True,False,1
music_video_nab,508321,66,False,False,False,1,True,15,1652,15,27,118,0,6,0,True,True,True,True,1
hamidhiraad,1214957,172,False,True,False,4,False,7,59,11,10,49,0,1,0,True,False,False,True,1
nabayad.mimandim,136420,3,False,False,False,2,False,0,456,16,14,100,0,1,1,False,False,False,True,1
mehrdadkhli,424921,96,False,False,False,14,True,6,167,11,22,26,0,2,1,False,True,True,True,1
officialmohsennamjoo,417760,8,False,True,False,0,True,23,727,20,26,0,0,5,0,True,True,True,True,1
bayanebartar.official,620993,1,False,False,False,6,True,23,494,21,30,134,0,5,0,True,True,True,True,1
khone.ghadimi,242596,23,False,False,False,13,True,0,1156,13,10,51,0,1,0,True,True,True,True,1
motifdunyam,185155,7,False,False,True,0,False,0,1784,11,12,29,0,1,2,False,False,False,True,1
hootanshakiba,810752,770,False,True,False,7,True,20,558,13,14,58,0,1,0,False,True,True,True,1
nabayad_mikhandim,562149,23,False,False,False,14,True,0,4707,17,23,90,0,3,2,False,True,True,True,1
cafe_ghesse,159926,35,False,False,False,5,True,52,1056,11,20,139,0,5,0,False,True,True,True,1
cartoony.friends,191855,96,False,False,True,0,True,8,2986,16,26,130,0,10,0,True,True,False,True,1
world_best_ideas,350073,7215,False,False,False,6,True,3,9144,16,22,115,0,5,0,False,True,True,True,1
ba_khatereha,155298,267,False,False,False,7,False,323,9766,12,22,123,0,4,0,True,False,False,True,1
nature,6847931,0,False,False,True,0,True,0,6344,6,6,31,0,0,1,False,True,False,True,1
mo.loghmanian,501838,595,False,False,False,9,False,23,621,13,19,146,0,1,2,False,False,False,True,1
chakaame,227679,47,False,False,True,7,True,33,1897,8,14,34,0,1,1,True,True,False,True,1
amirhosseineftekharii,774286,167,False,True,True,11,False,33,744,21,21,104,0,1,3,True,False,False,True,1
kasrazmusic,347920,70,False,True,False,2,False,2,34,11,26,39,0,6,1,True,False,False,True,1
iamkuzcooo,569727,66,False,False,False,43,False,148,1377,10,27,76,0,5,1,False,False,False,True,1
movie.todayoffer,87189,79,False,False,False,76,True,0,1408,16,15,142,0,5,0,False,True,True,True,1
love_charmin_,94903,22,False,False,False,3,True,18,324,13,15,120,0,4,0,True,True,True,True,1
zood.news,362805,97,False,False,False,8,True,26,261,9,24,132,0,3,3,True,True,True,True,1
abstract_daily,42,91,False,False,False,0,False,0,13,14,14,133,0,1,1,False,False,False,False,1
cafe.music,58,0,False,False,False,0,False,0,0,10,10,0,0,1,0,False,False,False,False,1
gallery__20,744668,1,False,False,False,1,False,0,1858,11,5,18,2,0,0,True,False,False,False,1
so___whatt,745032,1,False,False,False,64,True,173,16746,10,8,2,0,1,0,True,True,True,True,1
salamatezanan,674475,393,False,False,False,4,True,315,1797,13,21,134,0,4,1,True,True,True,True,1
salamatezanan.plus,114380,402,False,False,False,5,False,0,419,18,12,106,0,3,0,True,False,False,True,1
existentialist_t,228154,17,False,False,False,37,False,7,324,16,25,138,0,5,0,True,False,False,True,1
rybakofficial,471884,131,False,True,True,1,False,6,1766,13,19,61,0,5,0,True,False,False,True,1
caafe.music,235743,1958,False,False,False,0,True,0,533,11,6,24,0,0,0,False,True,True,True,1
sohrabpournazeri,359164,138,False,True,False,3,False,19,651,16,17,79,0,1,0,True,False,False,True,1
partsoftwaregroup,2128,4,False,False,False,3,True,14,191,17,20,0,0,3,0,True,True,True,True,1
sherhaye_barankhorde,26178,909,False,False,False,3,True,0,590,20,21,146,0,5,1,False,True,True,True,1
kobraa_aahmadi,21248,278,False,False,False,13,True,7,472,14,16,122,0,5,1,False,True,True,True,1
medeashowroom,97342,1380,False,False,False,12,True,51,559,13,27,127,0,6,0,False,True,True,True,1
gishniztv,105556,287,False,False,False,11,False,316,639,9,23,93,0,13,0,False,False,False,True,1
caltexmusic,107272,32,False,False,False,5,True,3,753,11,12,79,0,1,1,True,True,True,False,1
roshanakbaft,45986,293,False,False,False,1,False,1,1290,12,22,150,0,4,1,True,False,False,True,1
behzad.nohoseini,152840,972,False,False,False,25,False,0,226,16,20,82,0,5,0,True,False,False,True,1
tv.mez,1186198,809,False,False,False,2,True,0,51,6,17,95,0,6,1,False,True,True,True,1
disneyanimation,4039301,73,False,True,True,5,True,83,2080,15,29,61,0,3,0,True,True,True,False,1
momayezi_official,54974,13,False,False,False,2,False,129,413,17,17,122,0,3,3,True,False,False,True,1
sooriland,3029016,992,False,False,False,4,True,1,288,9,14,31,0,1,0,True,True,True,True,1
yasplorer,16608,800,False,False,False,37,False,7,1053,9,30,147,0,4,5,True,False,False,True,1
greentech_accelerator,2137,5,False,False,False,6,True,12,101,21,17,0,0,2,0,True,True,True,True,1
t.naxe13,380,609,False,False,False,0,False,0,40,8,12,0,2,1,0,False,False,False,False,1
yaadcapital,1008,553,False,False,False,6,True,12,62,11,12,135,0,1,1,False,True,True,True,1
amyh003,112,94,True,False,False,0,False,0,500,7,10,0,3,1,0,False,False,False,False,1
alexbrown90,201,430,True,False,False,0,False,0,50,11,10,83,2,1,0,False,False,False,False,1
lucyniblock,478,1284,False,False,False,3,False,0,673,11,9,48,0,1,1,False,False,False,False,1
mtthw_91,441,628,True,False,False,0,False,0,47,8,10,115,2,5,2,False,False,False,False,1
an7612,197,443,True,False,False,0,False,0,159,6,8,0,4,1,0,False,False,False,False,1
sangamit,218,284,False,False,False,0,False,0,13,8,14,0,0,1,0,False,False,False,False,1
tomogorman3,581,1197,False,False,False,0,False,0,115,11,0,40,1,0,0,False,False,False,False,1
ellafisherr,213,194,False,False,False,0,False,0,65,11,4,2,0,0,0,False,False,False,False,1
5ftofjoy,786,730,True,False,True,0,False,6,78,8,21,2,1,8,0,True,False,False,False,1
joannerandle,635,591,True,False,False,0,False,0,144,12,12,52,0,1,2,False,False,False,False,1
derabeautystudios,504,115,False,False,True,8,True,1,28,17,19,125,0,4,0,False,True,True,True,1
blv_inc,274,393,False,False,False,2,True,4,15,7,8,144,0,2,4,True,True,True,True,1
rebekah_ndiweni,644,1107,True,False,False,0,False,1,710,15,13,111,0,1,1,False,False,False,False,1
jofraarcher,469290,982,False,True,False,5,False,1,124,11,17,63,0,6,3,True,False,False,True,1
lightscameraportrait,41,19,False,False,False,0,False,0,27,20,20,45,0,0,0,True,False,False,True,1
ashofhowe,39,49,False,False,False,0,False,0,3,9,11,0,0,1,0,False,False,False,False,1
drkatiejoyce,1232,999,False,False,False,6,False,0,187,12,20,145,0,8,0,True,False,False,False,1
iam_misstcm,592,506,True,False,False,0,False,0,7,11,19,84,0,6,0,False,False,False,False,1
arnold.ny,230,214,True,False,False,0,False,0,1,9,11,22,0,5,0,False,False,False,False,1
panashegono19,145,132,False,False,False,0,False,0,1,13,10,25,2,3,0,False,False,False,False,1
nisha.chydo,343,191,True,False,False,0,False,0,18,11,10,0,0,1,0,False,False,False,False,1
claire.e.g1,128,124,True,False,False,0,False,1,91,11,6,41,1,0,1,False,False,False,False,1
jacob_jimu,211,582,True,False,True,0,False,0,9,10,10,14,0,1,0,False,False,False,False,1
shoppy.cat,3,29,False,False,False,0,False,0,0,10,10,112,0,1,1,True,False,False,False,1
brice_samba1,55654,443,False,True,True,2,False,1,283,12,20,70,1,2,1,True,False,False,False,1
